covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
Agec,-0.4734091459689107,0.622875172169935,0.05560339529745845,-0.5823897981700731,-0.36442849376774833,0.5585619200283536,0.6945935019810014,0.0,-8.51403306284337,1.6798608659859743e-17,55.72443586595281
ALSFRS_Raschc,0.8999154020116867,2.4593950424829165,0.056772460992564805,0.7886434231525546,1.011187380870819,2.2004093762178853,2.7488630253821507,0.0,15.851266375955483,1.3777621373369128e-56,185.56564647710533
TRICALSc,2.7549958572984443,15.720975775357894,0.13195601710889726,2.4963668162216544,3.0136248983752343,12.138313028587696,20.361073136548182,0.0,20.87813741017109,8.46269891376488e-97,319.14590736477743
Diagnosis_delayc,3.8524973433041594,47.110567706819594,0.21683546731742973,3.427507636791085,4.277487049817234,30.79978276256205,72.05913128571088,0.0,17.766915122166857,1.2751290948715603e-70,232.18432332828382
Vital_Capacityc,2.981026958881787,19.708045608307756,0.20273409369798945,2.583675436795359,3.3783784809682147,13.245732655137592,29.323184440725374,0.0,14.704122550411215,6.065199926901126e-49,160.1739214478621
Onset_site_limb,0.8787300661946551,2.4078399666234462,0.09702406223552121,0.6885663985792607,1.0688937338100495,1.9908593875984681,2.9121560975046235,0.0,9.056826172270343,1.3430138673661844e-19,62.6911596013878
Riluzole_use_Yes,-0.1276331647442993,0.8801761995913019,0.06884445473221026,-0.26256581655472955,0.0072994870661309,0.7690757447869376,1.0073261932628115,0.0,-1.8539352986491673,0.06374841711112166,3.97146666983125
Sex_Male,0.019949148209875485,1.0201494622813774,0.06949492813596499,-0.11625840804481516,0.15615670446456612,0.8902451470641191,1.169009377725962,0.0,0.28705905229293144,0.7740671047748147,0.3694694541903338

selected_features:,"Agec,ALSFRS_Raschc,TRICALSc,Diagnosis_delayc,Vital_Capacityc,Onset_site_limb,Riluzole_use_Yes,Sex_Male"
c_index:,0.565410911760657
