covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
Agec,-0.4010456521771004,0.6696194907525581,0.05765388065816681,-0.5140451818360778,-0.28804612251812306,0.5980713714896317,0.7497270121438819,0.0,-6.956091204942878,3.498434227483599e-12,38.056427770212835
ALSFRS_Raschc,0.6858490391887582,1.9854568507878538,0.05878905401074721,0.5706246106425137,0.8010734677350027,1.7693718748591822,2.227931257613188,0.0,11.66627105555021,1.8955089367773837e-31,102.05718568309304
TRICALSc,2.385853716485608,10.868337184077465,0.13747717260021028,2.1164034094927993,2.655304023478417,8.301227616705809,14.229311446549026,0.0,17.354544549907036,1.8223995249922696e-67,221.70334308133246
Diagnosis_delayc,3.3174316865413047,27.589401256928006,0.22028168958770594,2.8856875084957694,3.74917586458684,17.91588068253754,42.486053306756595,0.0,15.059952067511528,2.970022888570994e-51,167.84785879001373
Vital_Capacityc,2.5886141231157023,13.31131097589097,0.20981940955441508,2.1773756371315893,2.999852609099815,8.823120777917435,20.082576715979027,0.0,12.337343473671176,5.700585493721349e-35,113.75637321835771
Onset_site_limb,0.7079266605598218,2.0297784731255453,0.09686573011257929,0.5180733182029894,0.8977800029166542,1.6787900375698492,2.454148855879453,0.0,7.3083293723905784,2.704841233830077e-13,41.74952131892473
Riluzole_use_Yes,-0.11557338725746537,0.8908551924187142,0.06987532447272266,-0.252526506632052,0.021379732117121283,0.77683562127043,1.0216099160868812,0.0,-1.6539942838130497,0.09812867414210683,3.349181422362213
Sex_Male,0.03406460546446043,1.0346514487063145,0.07059636189376058,-0.10430172128686618,0.17243093221578706,0.9009534195824388,1.188189752147472,0.0,0.48252635901725016,0.6294320780905804,0.6678773895225333

selected_features:,"Agec,ALSFRS_Raschc,TRICALSc,Diagnosis_delayc,Vital_Capacityc,Onset_site_limb,Riluzole_use_Yes,Sex_Male"
c_index:,0.6342607262817669
