covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
Agec,-0.4517735884012188,0.6364982640017378,0.05898641057778743,-0.5673848287109746,-0.33616234809146295,0.5670063201253374,0.7145070975358291,0.0,-7.658943542690214,1.8746878122784486e-14,45.600342961708954
ALSFRS_Raschc,0.951150282981659,2.5886856684306454,0.061467647243565036,0.8306759081698588,1.0716246577934592,2.294869337108323,2.920119843678011,0.0,15.473998528245827,5.197583171802685e-54,177.00627618462187
TRICALSc,2.717245148169533,15.138560256886645,0.14235024758540765,2.4382437897117746,2.996246506627292,11.452909353256045,20.010287306275888,0.0,19.088446941683287,3.1499566331171416e-81,267.4208437193646
Diagnosis_delayc,3.8823119556052634,48.53629922367654,0.24078688954442834,3.41037832414876,4.354245587061767,30.27669649836421,77.8081037492826,0.0,16.123435802300715,1.746246787505958e-58,191.86757204189297
Vital_Capacityc,2.8608071543095415,17.475626772904352,0.21870980734358808,2.432143808850415,3.289470499768668,11.383259472834267,26.82865411569256,0.0,13.08037892336158,4.263097222660923e-39,127.46329374334624
Onset_site_limb,0.7654101154131353,2.1498758911203963,0.10051243315578384,0.5684093664293094,0.9624108643969612,1.7654566222738224,2.618000515508475,0.0,7.615078964677226,2.6353030808703486e-14,45.109024435583784
Riluzole_use_Yes,-0.1693306912514807,0.8442296778511524,0.07590670462925116,-0.31810509850993274,-0.02055628399302864,0.7275263224640093,0.97965355610885,0.0,-2.230773843740649,0.02569611336858011,5.2823060267723205
Sex_Male,0.03331943571702826,1.0338807449358316,0.07485942306789037,-0.1134023373994838,0.1800412088335403,0.892791384481936,1.1972667000693908,0.0,0.44509340777059825,0.6562522526196581,0.607677625087705

selected_features:,"Agec,ALSFRS_Raschc,TRICALSc,Diagnosis_delayc,Vital_Capacityc,Onset_site_limb,Riluzole_use_Yes,Sex_Male"
c_index:,0.6252171061421301
